date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
10/10/2022,22.2,12.69,13.7,5.2,,,89,49.7,55.5,22,5.8,0.7,2,-1.7,45,21.88,27,9,68,1,101.49,100.61,100.69,99.9,88.88,88.1,88.18,87.49,24100,22629.2,15250,6400,3.5,2.5,2.8,2,4.3,0,8.7,6.7,3.7,3.4,3.4,0,,7:51:00,1665409860,7.85,18:55:00,1665449700,18.92,11.07,3,3,20,20,3,4,,,,,,8,5.1,4.5,1,,,,
10/9/2022,20.2,12.49,12.64,5.1,,,69,51.3,50,31,3.8,2.1,2,0.2,14,7.08,8.5,3,,,102.48,102.19,102.04,101.6,89.66,89.45,89.33,88.99,24100,19766.7,20100,16100,3.6,2.9,3,2.3,5.4,0,7.6,5.6,2.6,0,0,0,,7:49:00,1665323340,7.82,18:57:00,1665363420,18.95,11.13,4,4,22,22,8,9,,,,,,7,3.2,3.5,0,,,,
10/8/2022,22.6,12.79,13.15,3.7,,,77,49.8,50,23,3.4,1.4,1.6,-0.2,11,4.88,5.5,0,,,102.73,102.52,102.52,102.3,89.91,89.73,89.73,89.55,48300,29825,36200,24100,3.5,2.8,2.9,2.3,4.8,0,8.2,6.2,3.1,0,0,0,,7:48:00,1665236880,7.8,19:00:00,1665277200,19,11.2,3,4,22,22,5,6,,,,,,4,1.2,2,0,,,,
10/7/2022,20.8,11.52,11.95,3.1,,,88,60,59.5,31,4.6,3,3.2,1.8,14,4.79,7,0,,,103.25,103.02,103,102.75,90.28,90.12,90.11,89.93,48300,27266.7,33800,19300,3.7,2.8,2.8,2,6,0,7,5,2,0,0,0,,7:46:00,1665150360,7.77,19:02:00,1665190920,19.03,11.27,4,4,21,21,6,7,,,,,,5,1.5,2.5,0,,,,
10/6/2022,16.4,8.48,9.19,2,,,97,72.2,71.5,46,5.2,3.3,3.5,1.8,21,13.33,13,5,31,15,103.45,103.31,103.32,103.19,90.47,90.35,90.35,90.23,32200,22570.8,22550,12900,2.7,2.1,2.2,1.7,8.8,0,4.2,2.2,0,0,0,0,,7:44:00,1665063840,7.73,19:04:00,1665104640,19.07,11.33,4,4,15,15,4,5,,,,,,6,1.4,3,0,,,,
10/5/2022,18.3,10.57,11.1,3.9,,,82,58.2,59,36,3.9,2.1,2.1,0.4,28,12,14,0,39,8,103.42,102.71,102.89,102.37,90.49,89.91,90.08,89.68,24100,17633.3,16900,9700,6.6,3.8,4.2,1.9,6.9,0,6.1,4.1,1.1,0,0,0,,7:43:00,1664977380,7.72,19:06:00,1665018360,19.1,11.38,4,4,18,18,3,4,,,,,,8,5.1,4.5,1,,,,
10/4/2022,23.2,14.96,15,6.8,,,78,52.6,55,32,6.9,4.8,4.9,2.9,19,8.83,9.5,0,,,102.31,102.07,102.11,101.9,89.66,89.41,89.47,89.27,64400,29070.8,43450,22500,3.6,2.7,2.8,2,3,0,10,8,5,0,0,0,,7:41:00,1664890860,7.68,19:08:00,1664932080,19.13,11.45,4,4,23,23,6,7,,,,,,8,2.8,4,0,,,,
10/3/2022,23.4,14.83,15.1,6.8,,,81,55.5,55.5,30,7.2,5.2,5.6,4,14,6.54,7,0,,,102.32,102.1,102.12,101.93,89.56,89.42,89.41,89.27,24100,24100,24100,24100,3.6,2.8,2.8,2,2.9,0,10.1,8.1,5.1,0,0,0,,7:40:00,1664804400,7.67,19:11:00,1664845860,19.18,11.52,4,4,22,22,9,10,,,,,,7,1.2,3.5,0,,,,
10/2/2022,23.6,13.67,14.3,5,,,92,60,59,26,7.2,4.7,5.1,3,24,10.12,12,0,,,102.14,101.91,101.94,101.75,89.41,89.24,89.27,89.13,24100,24100,24100,24100,3.4,2.5,2.5,1.7,3.7,0,9.3,7.3,4.3,0,0,0,,7:38:00,1664717880,7.63,19:13:00,1664759580,19.22,11.58,4,4,21,21,7,7,,,,,,1,0.2,0.5,0,,,,
10/1/2022,22,12.75,13.7,5.4,,,99,70.6,69.5,40,8.1,6.8,6.6,5.1,24,10.04,12,0,39,14,102.72,102.42,102.37,102.01,89.84,89.64,89.58,89.33,32200,27820.8,24150,16100,3,2.3,2.2,1.5,4.3,0,8.7,6.7,3.7,0,0,0,,7:36:00,1664631360,7.6,19:15:00,1664673300,19.25,11.65,4,4,21,21,7,7,,,,,,4,0.9,2,0,,,,
9/30/2022,16.3,12.68,12.95,9.6,,,86,75.5,75,64,9.3,8.4,8.3,7.4,32,21.83,16,0,48,33,102.67,102.31,102.34,102.02,89.85,89.58,89.6,89.35,24100,19366.7,19300,14500,2.5,2.4,2.4,2.3,5,0,8,6,3,0,0,0,,7:35:00,1664544900,7.58,19:17:00,1664587020,19.28,11.7,3,4,19,19,7,7,,,,,,8,6.6,4.5,1,,,,
9/29/2022,22.1,14.69,15.85,9.6,,,75,58.9,55.5,36,9.3,6.5,6,2.7,35,20,19,3,50,34,101.97,101.55,101.55,101.12,89.31,89,89.02,88.74,24100,20700,16900,9700,4.2,3.3,3.3,2.4,2.1,0,10.8,8.8,5.8,0,0,0,,7:33:00,1664458380,7.55,19:20:00,1664500800,19.33,11.78,3,3,23,23,10,12,,,,,,8,6.4,5,2,,,,
9/28/2022,28.2,17.85,18.05,7.9,26,,61,37.5,38.5,16,4.1,2.1,1.6,-0.9,15,7.46,9,3,,,101.54,101.4,101.39,101.25,88.97,88.89,88.88,88.78,56300,29820.8,40200,24100,6.6,3.4,4.5,2.3,0,0.1,13.1,11.1,8.1,0,0,0,,7:32:00,1664371920,7.53,19:22:00,1664414520,19.37,11.83,4,4,29,29,14,14,,,,,,8,3.6,4,0,,,,
9/27/2022,27.3,18.97,18.05,8.8,25,,72,36.5,43.5,15,5.8,2,2.1,-1.5,26,10.29,13,0,36,33,101.71,101.53,101.52,101.34,89.2,89.02,89.03,88.87,64400,26787.5,44250,24100,3.6,2.8,2.8,2.1,0,0.1,13.1,11.1,8.1,0,0,0,,7:30:00,1664285400,7.5,19:24:00,1664328240,19.4,11.9,4,4,28,28,11,11,,,,,,8,3.5,4,0,,,,
9/26/2022,25,15.74,15.65,6.3,,,73,46.2,48.5,24,5.3,3.3,3,0.6,21,9.04,10.5,0,33,15,102.48,102.18,102.12,101.77,89.73,89.51,89.49,89.24,64400,37200,44250,24100,3.1,2.6,2.5,2,2.4,0,10.7,8.7,5.7,0,0,0,,7:28:00,1664198880,7.47,19:26:00,1664241960,19.43,11.97,4,4,25,25,11,12,,,,,,6,2.4,3,0,,,,
9/25/2022,22.9,13.85,13.39,3.9,,,65,41.2,43.5,22,1.4,-0.1,0.1,-1.2,16,6.83,8,0,28,12,102.62,102.38,102.39,102.17,89.81,89.64,89.62,89.43,64400,37200,44250,24100,3.3,2.6,2.6,2,4.6,0,8.4,6.4,3.4,0,0,0,,7:27:00,1664112420,7.45,19:29:00,1664155740,19.48,12.03,4,4,23,23,9,9,,,,,,7,2.4,3.5,0,,,,
9/24/2022,21.7,16.16,15.75,9.8,,,46,33.5,32.5,19,1.2,-0.3,-1,-3.3,29,16.42,16.5,4,44,31,102.49,101.98,101.91,101.33,89.77,89.35,89.29,88.82,64400,42241.7,44250,24100,2.6,2.4,2.3,2,2.2,0,10.8,8.8,5.8,0,0,0,,7:25:00,1664025900,7.42,19:31:00,1664069460,19.52,12.1,4,4,20,20,4,5,,,,,,7,3.2,3.5,0,,,,
9/23/2022,19.6,15.2,12.45,5.3,,,79,37,53,27,4.4,0.1,1.1,-2.3,32,18.25,16,0,53,28,101.38,101.11,101.05,100.72,88.84,88.54,88.48,88.13,64400,29283.3,40250,16100,3,2.5,2.4,1.8,5.5,0,7.5,5.5,2.5,0,0,0,,7:24:00,1663939440,7.4,19:33:00,1663983180,19.55,12.15,3,4,20,20,8,9,,,,,,8,4.2,4,0,,,,
9/22/2022,17.5,9.8,10.75,4,,,83,65.6,64,45,5.3,3.3,3.4,1.4,21,10.67,12,3,35,18,101.68,101.07,101.2,100.72,89,88.42,88.56,88.12,48300,35187.5,36200,24100,2.4,2.1,2.1,1.8,7.2,0,5.8,3.8,0.8,0,0,0,,7:22:00,1663852920,7.37,19:36:00,1663896960,19.6,12.23,3,3,14,14,7,7,,,,,,8,4.8,4,0,,,,
9/21/2022,16.7,8.98,8.29,-0.1,,,86,57.9,60.5,35,2,0.4,0.4,-1.3,37,19,21.5,6,51,16,102.76,102.41,102.29,101.82,89.8,89.54,89.45,89.1,64400,41904.2,44250,24100,2.4,2.1,2,1.5,9.7,0,3.3,1.3,0,0,0,0,,7:21:00,1663766460,7.35,19:38:00,1663810680,19.63,12.28,5,5,18,18,5,6,,,,,,1,0.4,0.5,0,,,,
9/20/2022,13.7,7.6,7.65,1.6,,,81,58.3,57,33,1.4,-0.7,-0.8,-2.9,19,12.04,12,5,34,33,102.78,102.67,102.64,102.51,89.84,89.72,89.69,89.55,64400,46600,44250,24100,2.6,1.9,2,1.5,10.3,0,2.6,0.6,0,0,0,0,,7:19:00,1663679940,7.32,19:40:00,1663724400,19.67,12.35,5,5,16,16,0,0,,,,,,2,0.6,1,0,,,,
9/19/2022,12.7,7.82,8.39,4.1,,,90,74.4,71.5,53,5.8,3.4,3.4,0.9,42,20.29,21,0,59,35,102.43,101.46,101.56,100.68,89.51,88.76,88.84,88.17,24100,17229.2,15250,6400,2.7,2,2.1,1.5,9.6,0,3.4,1.4,0,7.8,7.8,0,,7:17:00,1663593420,7.28,19:42:00,1663638120,19.7,12.42,3,3,10,10,4,4,,,,,,8,6.5,4.5,1,,,,
9/18/2022,18.3,11.06,10.4,2.5,,,78,52.2,53.5,29,2.4,0.9,1.1,-0.3,15,8.67,7.5,0,28,20,101.56,101.24,101.18,100.81,88.82,88.59,88.54,88.27,64400,30162.5,40250,16100,3,2.5,2.4,1.7,7.6,0,5.4,3.4,0.4,0,0,0,,7:16:00,1663506960,7.27,19:45:00,1663551900,19.75,12.48,4,4,19,19,6,7,,,,,,8,5.6,4.5,1,,,,
9/17/2022,17.8,12.45,12.25,6.7,,,77,47.6,54.5,32,3.5,1.3,0.7,-2.1,21,12.08,10.5,0,45,31,101.31,101.05,101,100.7,88.65,88.49,88.44,88.22,64400,36204.2,40250,16100,2.8,2.5,2.5,2.2,5.8,0,7.2,5.2,2.2,0,0,0,,7:14:00,1663420440,7.23,19:47:00,1663465620,19.78,12.55,4,4,18,18,4,4,,,,,,8,4.9,4,0,,,,
9/16/2022,22.1,14.85,14.95,7.8,,,75,50.5,51.5,28,5.6,3.9,3.8,1.9,22,6.96,11,0,28,30,101.36,101.07,101.04,100.72,88.8,88.54,88.51,88.22,24100,21500,20100,16100,3.5,2.9,3,2.5,3,0,9.9,8,5,0,0,0,,7:13:00,1663333980,7.22,19:49:00,1663379340,19.82,12.6,4,5,22,22,8,9,,,,,,8,4.7,4,0,,,,
9/15/2022,22.9,15.05,15.2,7.5,,,80,53.5,52.5,25,8.2,4.7,4.7,1.1,19,8.33,9.5,0,31,21,101.62,101.45,101.44,101.27,89.02,88.87,88.87,88.72,24100,15300,16900,9700,4.4,3.5,3.7,3,2.8,0,10.2,8.2,5.2,0,0,0,,7:11:00,1663247460,7.18,19:52:00,1663293120,19.87,12.68,5,5,22,22,9,10,,,,,,5,2.6,3,1,,,,
9/14/2022,21.1,15.28,15.3,9.5,,,80,56.8,57,34,7.9,6.2,5.8,3.7,22,12.38,13,4,32,1,101.6,101.47,101.4,101.2,89.02,88.9,88.85,88.68,14500,11354.2,10450,6400,4.7,3.9,4,3.4,2.7,0,10.3,8.3,5.3,0,0,0,,7:10:00,1663161000,7.17,19:54:00,1663206840,19.9,12.73,5,5,19,19,8,9,,,,,,6,3.8,3,0,,,,
9/13/2022,20.1,15.19,15.15,10.2,,,78,60.5,60,42,9.1,7.4,7.7,6.2,21,10.29,12,3,32,20,101.34,101.18,101.18,101.03,88.83,88.66,88.69,88.55,14500,9750,10450,6400,3.9,3.5,3.5,3.1,2.8,0,10.2,8.2,5.2,0,0,0,,7:08:00,1663074480,7.13,19:56:00,1663120560,19.93,12.8,5,5,23,23,11,12,,,,,,8,5.2,4.5,1,,,,
9/12/2022,20,15.49,15.55,11.1,,,65,49.6,46.5,28,7.7,4.7,4,0.3,31,17.79,17,3,39,17,102.21,101.83,101.81,101.4,89.6,89.27,89.23,88.86,14500,10166.7,11300,8100,5.3,3.4,3.9,2.5,2.5,0,10.6,8.6,5.5,0,0,0,,7:06:00,1662987960,7.1,19:58:00,1663034280,19.97,12.87,4,4,21,21,14,16,,,,,,8,5.5,4,0,,,,
9/11/2022,28.9,20.04,18.79,8.7,26,,55,30.8,33.5,12,5.3,1,1,-3.4,27,11.46,13.5,0,40,29,101.63,101.38,101.39,101.15,89.04,88.9,88.86,88.68,12900,8920.8,8450,4000,7.9,4.3,5,2.1,0,0.8,13.8,11.8,8.8,0,0,0,,7:05:00,1662901500,7.08,20:01:00,1662948060,20.02,12.93,5,6,29,29,11,11,,,,,,8,2.8,4,0,,,,
9/10/2022,26,15.09,15,4,,,76,44.9,47.5,19,4,1.6,2.1,0.2,16,9.12,10,4,,,102.09,101.85,101.83,101.57,89.33,89.17,89.18,89.03,64400,21795.8,35400,6400,8.2,3.9,4.8,1.3,3,0,10,8,5,0,0,0,,7:03:00,1662814980,7.05,20:03:00,1662861780,20.05,13,5,5,22,25,11,11,,,,,,8,3.5,4,0,,,,
9/9/2022,16.5,11.03,11.45,6.4,,,89,57.7,60.5,32,6,2.2,2.5,-1.1,23,13.29,13,3,52,32,102.68,102.43,102.4,102.12,89.84,89.62,89.59,89.35,64400,39233.3,37050,9700,2.2,1.7,1.7,1.2,6.5,0,6.5,4.5,1.4,1.8,1.8,0,,7:02:00,1662728520,7.03,20:05:00,1662775500,20.08,13.05,5,5,16,16,4,5,,,,,,8,4,4.5,1,,,,
9/8/2022,16.8,11.8,13.05,9.3,,,72,54.3,56,40,4.9,2.8,3,1,21,10.71,10.5,0,40,35,102.41,102.19,102.09,101.77,89.62,89.49,89.42,89.22,48300,28420.8,29800,11300,2.3,2,2,1.6,5,0,8.1,6,3,1.2,1.2,0,,7:00:00,1662642000,7,20:07:00,1662689220,20.12,13.12,5,5,17,17,6,6,,,,,,8,6.7,5.5,3,,,,
9/7/2022,29.4,17.18,19.25,9.1,26,,78,50.6,48,18,7.6,5.9,4.5,1.3,37,15,20,3,55,2,101.75,101.25,101.28,100.8,89.19,88.75,88.81,88.43,32200,22308.3,22550,12900,4.9,3.4,3.7,2.5,0,1.2,14.2,12.2,9.2,0,0,0,,6:59:00,1662555540,6.98,20:10:00,1662603000,20.17,13.18,6,6,25,25,9,12,,,,,,6,3.3,3.5,1,,,,
9/6/2022,23.1,14.95,14.3,5.5,,,79,49.8,55,31,6.3,3.7,3.2,0.2,28,14.29,14,0,47,14,102.64,102.21,102.16,101.68,89.85,89.52,89.47,89.1,32200,21704.2,21750,11300,3.8,2.8,3,2.1,3.7,0,9.3,7.3,4.3,0,0,0,,6:57:00,1662469020,6.95,20:12:00,1662516720,20.2,13.25,5,5,22,22,12,12,,,,,,6,1,3,0,,,,
9/5/2022,23.7,17.31,17.3,10.9,,,69,44.3,49,29,8.1,4.7,5.6,3.1,43,17.25,24,5,53,35,102.13,101.31,101.37,100.61,89.45,88.87,88.93,88.41,19300,14700,13700,8100,3.6,2.9,3.1,2.7,0.7,0,12.3,10.3,7.3,0,0,0,,6:56:00,1662382560,6.93,20:14:00,1662430440,20.23,13.3,5,5,22,23,7,7,,,,,,5,1.5,2.5,0,,,,
9/4/2022,31.8,25.52,24.4,17,30,,47,27,30.5,14,8.4,4.4,4.7,1,27,15.75,15.5,4,49,28,100.93,100.74,100.76,100.58,88.58,88.48,88.48,88.37,9700,8470.8,8050,6400,5,4.1,4.1,3.2,0,6.4,19.4,17.4,14.4,0,0,0,,6:54:00,1662296040,6.9,20:16:00,1662344160,20.27,13.37,6,6,31,31,14,14,,,,,,8,3.2,4,0,,,,
9/3/2022,32.7,21.95,22.3,11.9,32,,69,41.8,42.5,16,10.6,6.6,6.6,2.6,16,8.08,8,0,,,101.53,101.25,101.22,100.92,89.07,88.85,88.83,88.58,24100,12500,16100,8100,5.7,4.1,4.1,2.5,0,4.3,17.3,15.3,12.3,0,0,0,,6:52:00,1662209520,6.87,20:19:00,1662257940,20.32,13.45,6,6,33,33,16,17,,,,,,8,6.1,4,0,,,,
9/2/2022,30.5,20.44,20.55,10.6,30,,71,45.4,45,19,8.6,6.8,6.2,3.8,22,13.62,14.5,7,35,18,102,101.71,101.72,101.43,89.39,89.21,89.17,88.96,64400,35537.5,40250,16100,3.7,2.7,2.8,2,0,2.5,15.6,13.6,10.6,0,0,0,,6:51:00,1662123060,6.85,20:21:00,1662171660,20.35,13.5,6,6,30,30,14,15,,,,,,1,0.3,0.5,0,,,,
9/1/2022,26.8,20.94,21,15.2,27,,54,41,42.5,31,9.3,7.2,7.4,5.5,29,13.12,14.5,0,37,5,101.85,101.25,101.36,100.88,89.34,88.88,88.98,88.62,32200,27137.5,28150,24100,3.2,2.8,2.8,2.4,0,3,16,14,11,0,0,0,,6:49:00,1662036540,6.82,20:23:00,1662085380,20.38,13.57,6,6,28,28,11,12,,,,,,8,5.7,4,0,,,,
8/31/2022,32,23.75,23.25,14.5,32,,70,41,44,18,11.6,8.2,7.5,3.5,17,6.67,8.5,0,33,27,101.86,101.52,101.42,100.99,89.38,89.12,89.06,88.73,64400,37545.8,44250,24100,2.9,2.2,2.1,1.4,0,5.2,18.2,16.2,13.2,0,0,0,,6:48:00,1661950080,6.8,20:25:00,1661999100,20.42,13.62,6,6,33,33,17,17,,,,,,6,2.2,3,0,,,,
8/30/2022,30.5,22.69,21.55,12.6,32,,71,44.5,48.5,26,10.8,9.2,9.2,7.7,15,7.75,7.5,0,,,101.96,101.82,101.82,101.68,89.49,89.36,89.36,89.24,64400,47275,44250,24100,2.4,2,1.9,1.4,0,3.5,16.6,14.6,11.6,0,0,0,,6:46:00,1661863560,6.77,20:27:00,1661912820,20.45,13.68,6,6,30,30,15,15,,,,,,7,2.3,3.5,0,,,,
8/29/2022,27.7,19.22,18.55,9.4,27,,63,43.7,46,29,9.2,6.1,6.3,3.4,27,12.54,15,3,43,27,101.74,101.57,101.59,101.44,89.27,89.04,89.07,88.87,64400,42237.5,44250,24100,2,1.8,1.8,1.6,0,0.6,13.6,11.6,8.6,0,0,0,,6:45:00,1661777100,6.75,20:30:00,1661826600,20.5,13.75,6,7,24,24,13,13,,,,,,8,4.5,4,0,,,,
8/28/2022,22.4,16.39,16.45,10.5,,,66,44.2,46.5,27,6.8,3.6,4,1.3,28,15.67,16.5,5,40,28,101.37,101.02,101,100.62,88.82,88.49,88.5,88.18,64400,37212.5,40250,16100,2.3,1.7,1.8,1.4,1.6,0,11.4,9.4,6.5,0,0,0,,6:43:00,1661690580,6.72,20:32:00,1661740320,20.53,13.82,7,7,21,21,8,8,,,,,,8,4,4,0,,,,
8/27/2022,20.1,14.74,15.4,10.7,,,88,70.8,72.5,57,11.7,9.4,9.8,7.9,46,18.79,25.5,5,64,32,100.59,100.28,100.3,100.01,88.15,87.89,87.92,87.68,48300,21595.8,28200,8100,2.1,1.9,1.8,1.5,2.6,0,10.4,8.4,5.4,10.6,10.6,0,,6:42:00,1661604120,6.7,20:34:00,1661654040,20.57,13.87,4,4,17,17,8,9,,,,,,8,6.8,5,2,,,,
8/26/2022,27.5,19.28,19.6,11.7,29,,96,60.3,64.5,33,13.3,10.4,10.8,8.3,29,11.96,14.5,0,62,29,101.33,100.8,100.85,100.36,88.86,88.4,88.47,88.07,32200,27820.8,24150,16100,2.7,2.2,2.1,1.6,0,1.6,14.6,12.6,9.6,0,0,0,,6:40:00,1661517600,6.67,20:36:00,1661567760,20.6,13.93,7,7,28,28,15,15,,,,,,7,3.7,4,1,,,,
8/25/2022,24.8,17.6,17.7,10.6,26,,91,68.4,68,45,13.2,11.4,11.1,8.9,23,11.5,11.5,0,36,14,102.22,101.92,101.8,101.38,89.64,89.35,89.28,88.91,32200,24783.3,24150,16100,3,2.4,2.3,1.6,0.3,0,12.7,10.7,7.7,0,0,0,,6:38:00,1661431080,6.63,20:38:00,1661481480,20.63,14,7,7,25,25,12,14,,,,,,7,3.9,3.5,0,,,,
8/24/2022,24.7,18.35,18.85,13,25,,99,71.2,69,39,14.4,12.5,11.8,9.1,25,8.42,12.5,0,36,14,102.43,102.33,102.33,102.23,89.79,89.71,89.71,89.63,48300,22045.8,31400,14500,3.4,2.3,2.4,1.3,0,0.9,13.8,11.8,8.8,0,0,0,,6:37:00,1661344620,6.62,20:40:00,1661395200,20.67,14.05,7,7,22,22,11,11,,,,,,8,5.1,4.5,1,,,,
8/23/2022,18.2,16.5,16.55,14.9,,,90,80.2,77.5,65,14.2,13.1,12.3,10.5,23,8.88,11.5,0,49,28,102.37,102.2,102.1,101.83,89.71,89.61,89.53,89.36,64400,25250,37850,11300,2.6,2.2,2.1,1.7,1.4,0,11.6,9.6,6.5,1.9,1.9,0,,6:35:00,1661258100,6.58,20:42:00,1661308920,20.7,14.12,3,3,19,19,12,14,,,,,,8,7.3,7,6,,,,
8/22/2022,27.4,19.68,20.1,12.8,31,,99,72.4,72.5,46,16.2,14,14.3,12.5,25,8.04,12.5,0,75,28,102.2,102.02,102,101.81,89.64,89.47,89.47,89.3,24100,14900,16900,9700,4.2,2.8,3,1.7,0,2.1,15.1,13.1,10.1,8.6,8.6,0,,6:34:00,1661171640,6.57,20:44:00,1661222640,20.73,14.17,7,7,26,26,15,15,,,,,,8,3.7,4.5,1,,,,
8/21/2022,26.2,19.12,20.65,15.1,27,,95,68.4,68,41,16.5,12.8,13.3,10.2,29,13.62,16,3,39,35,102.18,101.92,101.91,101.64,89.56,89.41,89.38,89.2,24100,20900,17700,11300,3.2,2.7,2.8,2.3,0,2.6,15.7,13.7,10.7,3.2,3.2,0,,6:32:00,1661085120,6.53,20:46:00,1661136360,20.77,14.23,7,7,26,26,14,14,,,,,,8,6,4.5,1,,,,
8/20/2022,27.2,21.11,21.15,15.1,28,,70,50.6,52.5,35,13.6,10.3,9.8,5.9,19,10.62,11,3,,,101.52,101.31,101.31,101.11,89.08,88.93,88.94,88.8,32200,25450,28150,24100,3.6,3.2,3,2.5,0,3.1,16.1,14.2,11.2,0,0,0,,6:31:00,1660998660,6.52,20:49:00,1661050140,20.82,14.3,6,7,28,30,15,16,,,,,,8,5.7,4,0,,,,
8/19/2022,31.7,23.62,23.75,15.8,31,,64,39,42,20,10.2,7.8,7.9,5.6,31,18.12,19,7,48,13,101.84,101.5,101.53,101.23,89.43,89.12,89.14,88.86,24100,23766.7,20100,16100,3.5,3.1,3.1,2.7,0,5.8,18.8,16.8,13.8,0,0,0,,6:29:00,1660912140,6.48,20:51:00,1660963860,20.85,14.37,7,7,31,31,16,18,,,,,,8,5.2,4,0,,,,
8/18/2022,31,21.98,21.35,11.7,31,,80,47.2,52.5,25,10.6,9.2,9.4,8.2,31,12.46,15.5,0,42,11,102.39,102.07,102.1,101.8,89.83,89.57,89.58,89.33,32200,27475,28150,24100,3.3,2.8,2.7,2.1,0,3.4,16.4,14.3,11.3,0,0,0,,6:28:00,1660825680,6.47,20:53:00,1660877580,20.88,14.42,7,7,30,30,15,15,,,,,,8,1.5,4,0,,,,
8/17/2022,27.3,20.22,20.2,13.1,28,,83,56,58,33,12,10.4,10.4,8.9,17,9.92,10,3,33,6,102.52,102.35,102.34,102.16,89.93,89.8,89.8,89.67,56300,37200,40200,24100,3.2,2.5,2.6,2,0,2.2,15.2,13.2,10.2,0,0,0,,6:26:00,1660739160,6.43,20:55:00,1660791300,20.92,14.48,7,7,29,29,14,14,,,,,,6,2.2,3.5,1,,,,
8/16/2022,31.1,21,20.7,10.3,29,,80,50.7,49,18,13.7,8.5,8.3,3,34,9.54,17,0,59,36,102.11,101.73,101.83,101.54,89.62,89.25,89.36,89.1,32200,23108.3,24150,16100,3.4,2.8,2.8,2.3,0,2.7,15.7,13.7,10.7,0,0,0,,6:24:00,1660652640,6.4,20:57:00,1660705020,20.95,14.55,7,7,31,31,13,14,,,,,,7,3.5,4,1,,,,
8/15/2022,27,19.57,19.6,12.2,27,,74,52.5,51.5,29,10.5,8.8,8.9,7.3,17,11.79,11,5,,,101.85,101.77,101.76,101.68,89.33,89.26,89.26,89.18,32200,24112.5,24150,16100,3.4,2.9,2.8,2.3,0,1.6,14.6,12.6,9.6,0,0,0,,6:23:00,1660566180,6.38,20:58:00,1660618680,20.97,14.58,7,7,28,28,13,13,,,,,,8,5.5,5.5,3,,,,
8/14/2022,28.4,20.63,20.39,12.4,28,,72,44.1,47,22,10.5,6.8,7.7,4.8,23,12.83,13.5,4,43,34,101.84,101.65,101.63,101.42,89.35,89.19,89.19,89.04,32200,23437.5,24150,16100,3.4,3,3,2.6,0,2.4,15.4,13.4,10.4,0,0,0,,6:21:00,1660479660,6.35,21:00:00,1660532400,21,14.65,7,7,29,29,14,14,,,,,,5,2.4,2.5,0,,,,
8/13/2022,30.7,22.51,22.35,14,29,,77,42.2,48,19,11.7,7.3,7.5,3.3,29,11.83,16,3,39,21,101.44,101.31,101.28,101.12,89.04,88.93,88.89,88.74,64400,36541.7,44250,24100,3.5,2.9,2.8,2.1,0,4.3,17.4,15.3,12.3,0,0,0,,6:20:00,1660393200,6.33,21:02:00,1660446120,21.03,14.7,7,7,32,32,14,14,,,,,,7,2.6,3.5,0,,,,
8/12/2022,31.6,22.89,22.9,14.2,31,,71,46.2,46.5,22,11.6,9.8,9.4,7.3,30,11.58,15,0,59,36,101.97,101.74,101.69,101.42,89.5,89.31,89.28,89.06,48300,30837.5,28200,8100,11,3.5,6.5,2.1,0,4.9,17.9,15.9,12.9,5.6,5.6,0,,6:18:00,1660306680,6.3,21:04:00,1660359840,21.07,14.77,7,7,30,30,14,14,,,,,,7,4.1,4,1,,,,
8/11/2022,31.7,24,23.65,15.6,32,,78,43.8,51.5,25,12.8,10,9.8,6.8,43,17.46,23,3,54,2,101.91,101.64,101.71,101.51,89.51,89.24,89.31,89.11,32200,28150,28150,24100,3.2,2.9,2.8,2.5,0,5.7,18.6,16.6,13.7,0,0,0,,6:17:00,1660220220,6.28,21:06:00,1660273560,21.1,14.82,7,8,30,30,14,14,,,,,,7,3.9,4,1,,,,
